,drug_name,drug_id,ind_name,ind_id,status
3397,Quinidine,DB00908,Pseudobulbar affect,C2316460,Approved
3398,Tinidazole,DB00911,Acute amebiasis,C0152499,Approved
3399,Tinidazole,DB00911,Trichomonas Infections,C0040921,Approved
3400,Tinidazole,DB00911,Bacterial Vaginosis,C0085166,Approved
3401,Tinidazole,DB00911,"Liver Abscess, Amebic",C0023886,Approved
3402,Tinidazole,DB00911,Giardiasis,C0017536,Approved
3403,Repaglinide,DB00912,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
3404,Amantadine,DB00915,Extrapyramidal Disorders,C0015371,Approved
3405,Amantadine,DB00915,Parkinson Disease,C0030567,Approved
3406,Amantadine,DB00915,Parkinsonian Disorders,C0242422,Approved
3407,Amantadine,DB00915,Influenza due to Influenza A virus,C2711180,Approved
3408,Amantadine,DB00915,"Parkinson Disease, Postencephalitic",C0030568,Approved
3409,Metronidazole,DB00916,"Liver Abscess, Amebic",C0023886,Approved
3410,Metronidazole,DB00916,Bacteroides empyema,C2062454,Approved
3411,Metronidazole,DB00916,Infection due to anaerobic bacteria,C0854328,Approved
3412,Metronidazole,DB00916,Bacterial sepsis,C0684256,Approved
3413,Metronidazole,DB00916,Acute amebiasis,C0152499,Approved
3414,Metronidazole,DB00916,Female genital tract infection,C1263758,Approved
3415,Metronidazole,DB00916,Arthropathy associated with infection,C0157749,Approved
3416,Metronidazole,DB00916,Trichomonas Infections,C0040921,Approved
3417,Metronidazole,DB00916,Liver Abscess,C0023885,Approved
3418,Metronidazole,DB00916,Lower respiratory tract infection,C0149725,Approved
3419,Metronidazole,DB00916,Tubo-ovarian abscess,C0041343,Approved
3420,Metronidazole,DB00916,Intraabdominal Infections,C1112209,Approved
3421,Metronidazole,DB00916,Peritonitis,C0031154,Approved
3422,Metronidazole,DB00916,Bacterial Vaginosis,C0085166,Approved
3423,Metronidazole,DB00916,Infection of bone,C2242472,Approved
3424,Metronidazole,DB00916,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
3425,Metronidazole,DB00916,Giardiasis,C0017536,Approved
3426,Metronidazole,DB00916,Brain Abscess,C0006105,Approved
3427,Metronidazole,DB00916,Meningitis due to Bacteroides,C0865436,Approved
3428,Metronidazole,DB00916,Septicemia due to Bacteroides,C0276064,Approved
3429,Metronidazole,DB00916,Abdominal Abscess,C0243001,Approved
3430,Metronidazole,DB00916,Endometritis,C0014179,Approved
3431,Dinoprostone,DB00917,"Hydatidiform mole, benign",C0549315,Approved
3432,Dinoprostone,DB00917,Unspecified Abortion,C0156543,Approved
3433,Dinoprostone,DB00917,Incomplete spontaneous abortion,C0000810,Approved
3434,Almotriptan,DB00918,Migraine Disorders,C0149931,Approved
3435,Spectinomycin,DB00919,GONOCOCCAL INFECTION DISSEMINATED,C0744451,Approved
3436,Spectinomycin,DB00919,Gonorrhea of rectum,C0275665,Approved
3437,Spectinomycin,DB00919,Gonorrhea,C0018081,Approved
3438,Spectinomycin,DB00919,Acute gonococcal cervicitis,C0153195,Approved
3439,Spectinomycin,DB00919,Acute gonococcal urethritis,C0275652,Approved
3440,Ketotifen,DB00920,Allergic Conjunctivitis,C0009766,Approved
3441,Buprenorphine,DB00921,Opiate Addiction,C0524662,Approved
3442,Buprenorphine,DB00921,Chronic pain,C0150055,Approved
3443,Buprenorphine,DB00921,Acute postoperative pain,C2215257,Approved
3444,Buprenorphine,DB00921,Severe pain,C0278140,Approved
3445,Levosimendan,DB00922,Congestive heart failure,C0018802,Approved
3446,Cyclobenzaprine,DB00924,Muscle Spasticity,C0026838,Approved
3447,Phenoxybenzamine,DB00925,Pheochromocytoma,C0031511,Approved
3448,Famotidine,DB00927,Peptic Esophagitis,C0014869,Approved
3449,Famotidine,DB00927,Duodenal Ulcer,C0013295,Approved
3450,Famotidine,DB00927,Zollinger-Ellison syndrome,C0043515,Approved
3451,Famotidine,DB00927,Dyspepsia,C0013395,Approved
3452,Famotidine,DB00927,Heartburn,C0018834,Approved
3453,Famotidine,DB00927,Erosive esophagitis,C0267055,Approved
3454,Famotidine,DB00927,Gastric ulcer,C0038358,Approved
3455,Famotidine,DB00927,Gastroesophageal reflux disease,C0017168,Approved
3456,Misoprostol,DB00929,Postpartum Hemorrhage,C0032797,Approved
3457,Colesevelam,DB00930,Hypercholesterolemia,C0020443,Approved
3458,Methacycline,DB00931,Bacterial enteritis,C0152516,Approved
3459,Tipranavir,DB00932,HIV Infections,C0019693,Approved
3460,Mesoridazine,DB00933,Schizophrenia,C0036341,Approved
3461,Maprotiline,DB00934,Mixed anxiety and depressive disorder,C0338908,Approved
3462,Maprotiline,DB00934,Depressive disorder,C0011581,Approved
3463,Oxymetazoline,DB00935,Rhinorrhea,C1260880,Approved
3464,Oxymetazoline,DB00935,Nasal congestion (finding),C0027424,Approved
3465,Oxymetazoline,DB00935,Redness of eye,C0235267,Approved
3466,Salicylic acid,DB00936,Allergic rhinitis (disorder),C2607914,Approved
3467,Salicylic acid,DB00936,Degenerative polyarthritis,C0029408,Approved
3468,Salicylic acid,DB00936,Hyperkeratosis,C0870082,Approved
3469,Salicylic acid,DB00936,Fever,C0015967,Approved
3470,Salicylic acid,DB00936,Seborrheic dermatitis,C0036508,Approved
3471,Salicylic acid,DB00936,Scurfiness of scalp,C0423775,Approved
3472,Salicylic acid,DB00936,Common Cold,C0009443,Approved
3473,Salicylic acid,DB00936,Plantar wart,C0042548,Approved
3474,Salicylic acid,DB00936,Acne Vulgaris,C0001144,Approved
3475,Salicylic acid,DB00936,Tinea Pedis,C0040259,Approved
3476,Salicylic acid,DB00936,Rheumatoid Arthritis,C0003873,Approved
3477,Salicylic acid,DB00936,Pain,C0030193,Approved
3478,Salicylic acid,DB00936,Tinea corporis (disorder),C0040252,Approved
3479,Salicylic acid,DB00936,Greasy skin,C0234925,Approved
3480,Salicylic acid,DB00936,Synovitis,C0039103,Approved
3481,Salicylic acid,DB00936,Disorder of keratinization,C0475811,Approved
3482,Salicylic acid,DB00936,Corns and callus,C0157726,Approved
3483,Salicylic acid,DB00936,Influenza-like symptoms,C0392171,Approved
3484,Salicylic acid,DB00936,Migraine Disorders,C0149931,Approved
3485,Salicylic acid,DB00936,Back Pain,C0004604,Approved
3486,Salicylic acid,DB00936,Headache Disorders,C0393735,Approved
3487,Salicylic acid,DB00936,Sinus headache,C0037195,Approved
3488,Salicylic acid,DB00936,Toothache,C0040460,Approved
3489,Salicylic acid,DB00936,Myocardial Infarction,C0027051,Approved
3490,Salicylic acid,DB00936,Arthralgia,C0003862,Approved
3491,Salicylic acid,DB00936,Arthritic pains,C0857177,Approved
3492,Diethylpropion,DB00937,Obesity,C0028754,Approved
3493,Salmeterol,DB00938,Intrinsic asthma,C0155880,Approved
3494,Salmeterol,DB00938,Pulmonary Emphysema,C0034067,Approved
3495,Salmeterol,DB00938,Allergic asthma,C0155877,Approved
3496,Meclofenamic acid,DB00939,Degenerative polyarthritis,C0029408,Approved
3497,Meclofenamic acid,DB00939,Rheumatoid Arthritis,C0003873,Approved
3498,Meclofenamic acid,DB00939,Menorrhagia,C0025323,Approved
3499,Meclofenamic acid,DB00939,Dysmenorrhea,C0013390,Approved
3500,Meclofenamic acid,DB00939,Pain,C0030193,Approved
3501,Methantheline,DB00940,Peptic Ulcer,C0030920,Approved
3502,Methantheline,DB00940,Gastric ulcer,C0038358,Approved
3503,Methantheline,DB00940,Urinary Incontinence,C0042024,Approved
3504,Cycrimine,DB00942,Parkinson Disease,C0030567,Approved
3505,Zalcitabine,DB00943,HIV Infections,C0019693,Approved
3506,Acetylsalicylic acid,DB00945,Rheumatoid Arthritis,C0003873,Approved
3507,Acetylsalicylic acid,DB00945,Influenza-like symptoms,C0392171,Approved
3508,Acetylsalicylic acid,DB00945,Migraine Disorders,C0149931,Approved
3509,Acetylsalicylic acid,DB00945,Back Pain,C0004604,Approved
3510,Acetylsalicylic acid,DB00945,Degenerative polyarthritis,C0029408,Approved
3511,Acetylsalicylic acid,DB00945,Headache Disorders,C0393735,Approved
3512,Acetylsalicylic acid,DB00945,Common Cold,C0009443,Approved
3513,Acetylsalicylic acid,DB00945,Pain,C0030193,Approved
3514,Acetylsalicylic acid,DB00945,Sinus headache,C0037195,Approved
3515,Acetylsalicylic acid,DB00945,Toothache,C0040460,Approved
3516,Acetylsalicylic acid,DB00945,Myocardial Infarction,C0027051,Approved
3517,Acetylsalicylic acid,DB00945,Arthralgia,C0003862,Approved
3518,Acetylsalicylic acid,DB00945,Arthritic pains,C0857177,Approved
3519,Phenprocoumon,DB00946,Thrombosis,C0040053,Approved
3520,Phenprocoumon,DB00946,Myocardial Infarction,C0027051,Approved
3521,Phenprocoumon,DB00946,Thromboembolism,C0040038,Approved
3522,Mezlocillin,DB00948,Bacterial sepsis,C0684256,Approved
3523,Mezlocillin,DB00948,Urinary tract infection,C0042029,Approved
3524,Mezlocillin,DB00948,Intraabdominal Infections,C1112209,Approved
3525,Mezlocillin,DB00948,Pneumonia due to Pseudomonas,C0155860,Approved
3526,Mezlocillin,DB00948,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
3527,Mezlocillin,DB00948,Enterobacter pneumonia,C1096258,Approved
3528,Mezlocillin,DB00948,Genitourinary tract infection,C1279247,Approved
3529,Mezlocillin,DB00948,Serratia Infections,C0085394,Approved
3530,Mezlocillin,DB00948,Aspiration Pneumonia,C0032290,Approved
3531,Mezlocillin,DB00948,Haemophilus influenzae pneumonia,C0276026,Approved
3532,Mezlocillin,DB00948,Pneumonia due to Escherichia coli,C0276089,Approved
3533,Mezlocillin,DB00948,Acute gonococcal endometritis,C0153196,Approved
3534,Mezlocillin,DB00948,Gonorrhea,C0018081,Approved
3535,Mezlocillin,DB00948,Acute gonococcal cervicitis,C0153195,Approved
3536,Mezlocillin,DB00948,Acute gonococcal urethritis,C0275652,Approved
3537,Mezlocillin,DB00948,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved
3538,Felbamate,DB00949,Simple Partial Seizures,C0234974,Approved
3539,Felbamate,DB00949,Lennox-Gastaut syndrome,C0238111,Approved
3540,Felbamate,DB00949,Epilepsy,C0014544,Approved
3541,Fexofenadine,DB00950,Chronic idiopathic urticaria,C0578870,Approved
3542,Fexofenadine,DB00950,Hay fever,C0018621,Approved
3543,Fexofenadine,DB00950,Allergic Conjunctivitis,C0009766,Approved
3544,Fexofenadine,DB00950,Allergic rhinitis (disorder),C2607914,Approved
3545,Fexofenadine,DB00950,Sneezing,C0037383,Approved
3546,Isoniazid,DB00951,Acute tuberculosis,C0275959,Approved
3547,Isoniazid,DB00951,"Tuberculosis, Pulmonary",C0041327,Approved
3548,Naratriptan,DB00952,Migraine Disorders,C0149931,Approved
3549,Rizatriptan,DB00953,Migraine Disorders,C0149931,Approved
3550,Dirithromycin,DB00954,Staphylococcus aureus infection,C1318973,Approved
3551,Dirithromycin,DB00954,Pharyngitis,C0031350,Approved
3552,Dirithromycin,DB00954,Acute Moraxella catarrhalis bronchitis,C0339932,Approved
3553,Dirithromycin,DB00954,Legionella pneumophila pneumonia,C0857846,Approved
3554,Dirithromycin,DB00954,Streptococcal tonsillitis,C0275804,Approved
3555,Dirithromycin,DB00954,Bronchitis,C0006277,Approved
3556,Dirithromycin,DB00954,Tonsillitis,C0040425,Approved
3557,Dirithromycin,DB00954,Streptococcus pyogenes infection,C0554628,Approved
3558,Dirithromycin,DB00954,Pneumonia,C0032285,Approved
3559,Dirithromycin,DB00954,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
3560,Dirithromycin,DB00954,Mycoplasma pneumonia,C0032302,Approved
3561,Hydrocodone,DB00956,Rhinorrhea,C1260880,Approved
3562,Hydrocodone,DB00956,Nasal congestion (finding),C0027424,Approved
3563,Hydrocodone,DB00956,Coughing,C0010200,Approved
3564,Hydrocodone,DB00956,Rhinitis,C0035455,Approved
3565,Hydrocodone,DB00956,Pain,C0030193,Approved
3566,Hydrocodone,DB00956,Allergic rhinitis (disorder),C2607914,Approved
3567,Hydrocodone,DB00956,Common Cold,C0009443,Approved
3568,Norgestimate,DB00957,Acne Vulgaris,C0001144,Approved
3569,Norgestimate,DB00957,Atrophic Vaginitis,C0221392,Approved
3570,Norgestimate,DB00957,Atrophy of vulva,C0156393,Approved
3571,Norgestimate,DB00957,Hot flushes,C0600142,Approved
3572,Carboplatin,DB00958,Malignant neoplasm of ovary,C1140680,Approved
3573,Methylprednisolone,DB00959,Mycosis Fungoides,C0026948,Approved
3574,Methylprednisolone,DB00959,Asthma,C0004096,Approved
3575,Methylprednisolone,DB00959,Rheumatoid Arthritis,C0003873,Approved
3576,Methylprednisolone,DB00959,Rheumatic Heart Disease,C0035439,Approved
3577,Methylprednisolone,DB00959,Pruritus Ani,C0033775,Approved
3578,Methylprednisolone,DB00959,Laryngeal Edema,C0023052,Approved
3579,Methylprednisolone,DB00959,Congenital adrenal hyperplasia,C0001627,Approved
3580,Methylprednisolone,DB00959,Dermatologic disorders,C0037274,Approved
3581,Methylprednisolone,DB00959,"Arthritis, Psoriatic",C0003872,Approved
3582,Methylprednisolone,DB00959,Addison Disease,C0001403,Approved
3583,Methylprednisolone,DB00959,Exacerbation of asthma,C0349790,Approved
3584,Methylprednisolone,DB00959,Epicondylitis,C0014488,Approved
3585,Methylprednisolone,DB00959,Exfoliative dermatitis,C0011606,Approved
3586,Methylprednisolone,DB00959,Multiple Sclerosis,C0026769,Approved
3587,Methylprednisolone,DB00959,Lichen Simplex Chronicus,C0149922,Approved
3588,Methylprednisolone,DB00959,"Arthritis, Gouty",C0003868,Approved
3589,Methylprednisolone,DB00959,Thyroiditis,C0040147,Approved
3590,Methylprednisolone,DB00959,Autoimmune hemolytic anemia,C0002880,Approved
3591,Methylprednisolone,DB00959,Chronic small plaque psoriasis,C0406317,Approved
3592,Methylprednisolone,DB00959,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
3593,Methylprednisolone,DB00959,Hodgkin Disease,C0019829,Approved
3594,Methylprednisolone,DB00959,Dermatitis Herpetiformis,C0011608,Approved
3595,Methylprednisolone,DB00959,Cerebral Edema,C0006114,Approved
3596,Methylprednisolone,DB00959,"Lymphoma, Follicular",C0024301,Approved
3597,Methylprednisolone,DB00959,Berylliosis,C0005138,Approved
3598,Methylprednisolone,DB00959,"Lymphoma, Non-Hodgkin",C0024305,Approved
3599,Methylprednisolone,DB00959,Erythema Multiforme,C0014742,Approved
3600,Methylprednisolone,DB00959,Exanthema,C0015230,Approved
3601,Methylprednisolone,DB00959,Granuloma Annulare,C0085074,Approved
3602,Methylprednisolone,DB00959,Pruritus of genital organs,C0033777,Approved
3603,Methylprednisolone,DB00959,Acute lymphocytic leukemia,C0023449,Approved
3604,Methylprednisolone,DB00959,Synovitis,C0039103,Approved
3605,Methylprednisolone,DB00959,Tendinitis,C0039503,Approved
3606,Methylprednisolone,DB00959,Adrenogenital disorder,C0701163,Approved
3607,Methylprednisolone,DB00959,Angioedema,C0002994,Approved
3608,Methylprednisolone,DB00959,Serum Sickness,C0036830,Approved
3609,Methylprednisolone,DB00959,Post traumatic osteoarthritis,C2894027,Approved
3610,Methylprednisolone,DB00959,Scalp psoriasis,C0406326,Approved
3611,Methylprednisolone,DB00959,Humoral hypercalcemia of malignancy (disorder),C0149911,Approved
3612,Methylprednisolone,DB00959,"Lupus Erythematosus, Discoid",C0024138,Approved
3613,Methylprednisolone,DB00959,Transplanted organ rejection,C0345468,Approved
3614,Methylprednisolone,DB00959,Allergic rhinitis (disorder),C2607914,Approved
3615,Methylprednisolone,DB00959,Acquired thrombocytopenia,C0154301,Approved
3616,Methylprednisolone,DB00959,"Lupus Erythematosus, Systemic",C0024141,Approved
3617,Methylprednisolone,DB00959,Tenosynovitis,C0039520,Approved
3618,Methylprednisolone,DB00959,Seborrheic dermatitis,C0036508,Approved
3619,Methylprednisolone,DB00959,Musculoskeletal Diseases,C0026857,Approved
3620,Methylprednisolone,DB00959,Pemphigus,C0030807,Approved
3621,Methylprednisolone,DB00959,Sarcoidosis,C0036202,Approved
3622,Methylprednisolone,DB00959,Status Asthmaticus,C0038218,Approved
3623,Methylprednisolone,DB00959,Simple Pulmonary Eosinophilia,C0242459,Approved
3624,Methylprednisolone,DB00959,Contact Dermatitis,C0011616,Approved
3625,Methylprednisolone,DB00959,Trichinellosis,C0040896,Approved
3626,Methylprednisolone,DB00959,"Anemia, Diamond-Blackfan",C1260899,Approved
3627,Methylprednisolone,DB00959,Adrenal cortical hypofunction,C0405580,Approved
3628,Methylprednisolone,DB00959,Nephrotic Syndrome,C0027726,Approved
3629,Methylprednisolone,DB00959,Ankylosing spondylitis,C0038013,Approved
3630,Methylprednisolone,DB00959,Bursitis,C0006444,Approved
3631,Methylprednisolone,DB00959,Crohn Disease,C0010346,Approved
3632,Methylprednisolone,DB00959,Autoimmune Diseases,C0004364,Approved
3633,Methylprednisolone,DB00959,Psoriasis,C0033860,Approved
3634,Methylprednisolone,DB00959,"Tuberculosis, Miliary",C0041321,Approved
3635,Methylprednisolone,DB00959,Addisonian crisis,C0151467,Approved
3636,Methylprednisolone,DB00959,Disorder of eye,C0015397,Approved
3637,Methylprednisolone,DB00959,Inflammatory Bowel Diseases,C0021390,Approved
3638,Methylprednisolone,DB00959,Cooley's anemia,C0002875,Approved
3639,Methylprednisolone,DB00959,Aspiration pneumonitis,C1761609,Approved
3640,Methylprednisolone,DB00959,"Dermatitis, Atopic",C0011615,Approved
3641,Methylprednisolone,DB00959,Hay fever,C0018621,Approved
3642,Methylprednisolone,DB00959,"Rhinitis, Allergic, Perennial",C0035457,Approved
3643,Pindolol,DB00960,Hypertensive disease,C0020538,Approved
3644,Zaleplon,DB00962,Initial insomnia,C0393760,Approved
3645,Zaleplon,DB00962,Sleep Initiation and Maintenance Disorders,C0021603,Approved
3646,Bromfenac,DB00963,Pain,C0030193,Approved
3647,Apraclonidine,DB00964,Cerebrovascular Occlusion,C0596298,Approved
3648,Apraclonidine,DB00964,"Glaucoma, Open-Angle",C0017612,Approved
3649,Telmisartan,DB00966,Hypertensive disease,C0020538,Approved
3650,Telmisartan,DB00966,Cerebrovascular accident,C0038454,Approved
3651,Desloratadine,DB00967,Chronic idiopathic urticaria,C0578870,Approved
3652,Desloratadine,DB00967,"Rhinitis, Vasomotor",C0035460,Approved
3653,Desloratadine,DB00967,Hay fever,C0018621,Approved
3654,Desloratadine,DB00967,Sneezing,C0037383,Approved
3655,Desloratadine,DB00967,Allergic Conjunctivitis,C0009766,Approved
3656,Desloratadine,DB00967,Common Cold,C0009443,Approved
3657,Desloratadine,DB00967,Nasal congestion (finding),C0027424,Approved
3658,Desloratadine,DB00967,Rhinorrhea,C1260880,Approved
3659,Desloratadine,DB00967,Allergic rhinitis (disorder),C2607914,Approved
3660,Desloratadine,DB00967,Allergic urticaria,C0149526,Approved
3661,Methyldopa,DB00968,Hypertensive disease,C0020538,Approved
3662,Alosetron,DB00969,Irritable bowel syndrome with diarrhea,C0348898,Approved
3663,Alosetron,DB00969,Diarrhoea predominant irritable bowel syndrome,C1262211,Approved
3664,Dactinomycin,DB00970,Gestational Trophoblastic Neoplasms,C1135868,Approved
3665,Dactinomycin,DB00970,Nephroblastoma,C0027708,Approved
3666,Dactinomycin,DB00970,Rhabdomyosarcoma,C0035412,Approved
3667,Dactinomycin,DB00970,Ewings sarcoma,C0553580,Approved
3668,Selenium Sulfide,DB00971,Seborrheic dermatitis,C0036508,Approved
3669,Selenium Sulfide,DB00971,Scurfiness of scalp,C0423775,Approved
3670,Selenium Sulfide,DB00971,Tinea Versicolor,C0040262,Approved
3671,Azelastine,DB00972,Allergic rhinitis (disorder),C2607914,Approved
3672,Azelastine,DB00972,Allergic Conjunctivitis,C0009766,Approved
3673,Azelastine,DB00972,"Rhinitis, Vasomotor",C0035460,Approved
3674,Azelastine,DB00972,Hay fever,C0018621,Approved
3675,Ezetimibe,DB00973,"Hyperlipidemia, Familial Combined",C0020474,Approved
3676,Ezetimibe,DB00973,Familial hypercholesterolemia - homozygous,C0342881,Approved
3677,Ezetimibe,DB00973,Hypercholesterolemia,C0020443,Approved
3678,Ezetimibe,DB00973,Familial hypercholesterolemia - heterozygous,C0342882,Approved
3679,Ezetimibe,DB00973,Hyperlipidemia,C0020473,Approved
3680,Ezetimibe,DB00973,Sitosterolemia,C0342907,Approved
3681,Edetic Acid,DB00974,Accidental poisoning by lead and its compounds and fumes,C0261486,Approved
3682,Edetic Acid,DB00974,Hypercalcemia,C0020437,Approved
3683,Dipyridamole,DB00975,Chronic heart failure,C0264716,Approved
3684,Dipyridamole,DB00975,Atrial Fibrillation,C0004238,Approved
3685,Dipyridamole,DB00975,Platelet aggregation inhibition,C0919737,Approved
3686,Telithromycin,DB00976,Haemophilus influenzae pneumonia,C0276026,Approved
3687,Telithromycin,DB00976,Moraxella catarrhalis pneumonia,C0857831,Approved
3688,Telithromycin,DB00976,Mycoplasma pneumonia,C0032302,Approved
3689,Telithromycin,DB00976,Chlamydial pneumonia,C0339959,Approved
